Escena1_1;Perry;Por el ojo de-una-aguja,
Escena1_2;Perry;y sin pelos en la len-gua,
Escena1_3;Perry;cantaremos todos jun-tos.
Escena1_4;Perry;
Escena1_5;Perry;La-can-ción-del-club-del herete,
Escena1_6;Perry;levan-tan-do-nos así, sí, sí, síí-í,
anchoa_1;Perry;la-can-ción-del-club (¡Herrete!),
anchoa_2;Dofensmirf;del herrete,
anchoa_3;Dofensmirf;la-can-ción-del-club (¡Herrete!),
anchoa_4;Dofensmirf;del herrete,
anchoa_5;Dofensmirf;la-can-ción-del-club (¡Herrete!),
anchoa_6;Dofensmirf;del herrete,
anchoa_7;Dofensmirf;la-can-ción-del-club (¡Herrete!),
anchoa_8;Dofensmirf;del herrete.
anchoa_9;Dofensmirf;
anchoa_10;Dofensmirf;Mucha-informa-ció-ón,
anchoa_11;Dofensmirf;pero tú mira-al balón,
anchoa_12;Dofensmirf;meterlo por el aro-es la cue-tión.
anchoa_13;Dofensmirf;
anchoa_14;Perry;La-can-ción-del-club-del herete,
anchoa_15;Perry;pisa-el sue-lo no-el cor-dó-ón, sí,
anchoa_16;Perry;la-can(y)-ción-del-club (¡Herrete!),
anchoa_17;Perry;del herrete,
anchoa_18;Perry;la-can-ción-del-club (¡Herrete!),
anchoa_19;Perry;del herrete,
anchoa_20;Perry;la-can-ción-del-club (¡Herrete!),
anchoa_21;Perry;del herrete,
anchoa_22;Perry;la-can-ción-del-club (¡Herrete!),
anchoa_23;Perry;del herrete,
anchoa_24;Perry;que nos une-a to-do-el mun-do,
anchoa_25;Perry;que nos une-a to-do-el mun-do,
anchoa_26;Perry;y que nos une-a to-do-el mun-do,
anchoa_27;Perry;y que nos une-a to-do-el mun-do,
anchoa_28;Perry;con-voz-de-ac-ción.
anchoa_29;Perry;
anchoa_30;Perry;(Señoras y señores, mi hermana, ¡Candace Flynn!)
anchoa_31;Perry;
anchoa_32;Perry;La punta del cor-dón no-os ol-vi-déis
anchoa_33;Perry;que tie-ne-un-nom-bre-es-pe-cial,
anchoa_34;Perry;por-siem-pre-sa-bréis-que-se-llama.
anchoa_35;Perry;
anchoa_36;Perry;La-can-ción-del-club-del herete,
anchoa_37;Perry;la-can-ción-del-club-del herete,
anchoa_38;Perry;la-can-ción-del-club (¡Herrete!),
anchoa_39;Perry;del herrete,
anchoa_40;Perry;la-can-ción-del-club (¡Herrete!),
anchoa_41;Perry;del herrete,
anchoa_42;Perry;la-can-ción-del-club (¡Herrete!),
anchoa_43;Perry;del herrete,
anchoa_44;Perry;la-can-ción-del-club (¡Herrete!),
anchoa_45;Perry;del herrete,
anchoa_46;Perry;que nos une-a to-do-el mun-do,
anchoa_47;Perry;que nos une-a to-do-el mun-do,
anchoa_48;Perry;ya nos ha-uni-do-a to-do-el mun-do,
anchoa_49;Perry;ya nos ha-uni-do-a to-do-el mun-do,
anchoa_50;Perry;con-voz-de-ac-ción
